[Report Generation Time (2023/12/06 17:31:26.075 )]
[Summary]
=========================[MMRF Temperature Sensor calibration]              Start=========================
Item                          Time(s)   
Parse Config                  0.000
Read Initial Files            0.000
Calibration Procedure         0.110
Retry Procedure               0.000
Check Result                  0.000
Write NVRam & Output          0.090
=========================[MMRF Temperature Sensor calibration]              End=========================
=========================[Multi-Mode self calibration]                      Start=========================
Item                          Time(s)   
Parse Config                  0.000
Read Initial Files            0.000
Calibration Procedure         51.577
Retry Procedure               0.000
Check Result                  0.000
Write NVRam & Output          0.050
=========================[Multi-Mode self calibration]                      End=========================
=========================[GSM FHC DTS ( AFC )]                              Start=========================
Item                          Time(s)   
Parse Config                  0.000
Read Initial Files            0.270
Calibration Procedure         2.279
Retry Procedure               0.000
Check Result                  0.000
Write NVRam & Output          0.229
=========================[GSM FHC DTS ( AFC )]                              End=========================
=========================[LTE MM TMS calibration]                           Start=========================
Item                          Time(s)   
Parse Config                  0.000
Read Initial Files            0.000
Calibration Procedure         1.220
Retry Procedure               0.000
Check Result                  0.000
Write NVRam & Output          0.170
=========================[LTE MM TMS calibration]                           End=========================
=========================[GSM FHC DTS ( AGC )]                              Start=========================
Item                          Time(s)   
Parse Config                  0.040
Read Initial Files            0.060
Calibration Procedure         3.538
Retry Procedure               0.000
Check Result                  0.060
Write NVRam & Output          0.120
=========================[GSM FHC DTS ( AGC )]                              End=========================
=========================[GSM FHC UTS]                                      Start=========================
Item                          Time(s)   
Parse Config                  0.000
Read Initial Files            0.180
Calibration Procedure         3.888
Retry Procedure               0.000
Check Result                  1.089
Write NVRam & Output          0.240
=========================[GSM FHC UTS]                                      End=========================
=========================[GSM Path Test]                                    Start=========================
Item                          Time(s)   
Parse Config                  0.000
Read Initial Files            0.000
Calibration Procedure         0.000
Retry Procedure               0.000
Check Result                  0.000
Write NVRam & Output          0.010
=========================[GSM Path Test]                                    End=========================
[Report Generation Time (2023/12/06 17:31:26.075 )]
[MMRF Temperature Sensor calibration]
 Start Time:12/06/23 17:30:19.915 
Sample, Value
35.00, 550
    Total: 200 ms
[Multi-Mode self calibration]
 Start Time:12/06/23 17:30:20.115 
    Total: 51627 ms
[GSM FHC DTS ( AFC )]
 Start Time:12/06/23 17:31:11.922 
    Total: 2778 ms
[GSM CAP ID]
    CAP ID,        MIN,        MAX, Check Result
        72,          0,        255,         PASS
[GSM AFC Calibration]
[DCXO LPM Calibration]
Cload
65020
[AFC Calibration]
  Init DAC,    MIN DAC,    MAX DAC, Check Result
43, 6.250, 2.875, 20.000, 20.000, -20.000, -20.000, PASS
77, 7.875, 3.500, 20.000, 20.000, -20.000, -20.000, PASS
100, 7.250, 3.875, 20.000, 20.000, -20.000, -20.000, PASS
124, 7.000, 3.875, 20.000, 20.000, -20.000, -20.000, PASS
1023, 7.375, 3.875, 20.000, 20.000, -20.000, -20.000, PASS
Band: (DCS1800)
Arfcn, PathLoss(M), PathLoss(D), MAX(M), MAX(D), MIN(M), MIN(D), Check Result
515, 10.500, 6.250, 20.000, 20.000, -20.000, -20.000, PASS
530, 10.625, 6.250, 20.000, 20.000, -20.000, -20.000, PASS
550, 10.125, 6.500, 20.000, 20.000, -20.000, -20.000, PASS
580, 9.000, 6.125, 20.000, 20.000, -20.000, -20.000, PASS
650, 9.750, 5.750, 20.000, 20.000, -20.000, -20.000, PASS
680, 9.500, 5.625, 20.000, 20.000, -20.000, -20.000, PASS
710, 9.125, 5.500, 20.000, 20.000, -20.000, -20.000, PASS
760, 9.750, 6.125, 20.000, 20.000, -20.000, -20.000, PASS
830, 9.375, 6.375, 20.000, 20.000, -20.000, -20.000, PASS
885, 11.000, 5.875, 20.000, 20.000, -20.000, -20.000, PASS
515, 8.500, 4.625, 20.000, 20.000, -20.000, -20.000, PASS
530, 8.750, 4.625, 20.000, 20.000, -20.000, -20.000, PASS
550, 8.250, 4.750, 20.000, 20.000, -20.000, -20.000, PASS
580, 7.125, 4.375, 20.000, 20.000, -20.000, -20.000, PASS
650, 7.750, 4.125, 20.000, 20.000, -20.000, -20.000, PASS
680, 7.625, 4.000, 20.000, 20.000, -20.000, -20.000, PASS
710, 7.125, 3.750, 20.000, 20.000, -20.000, -20.000, PASS
760, 7.625, 4.375, 20.000, 20.000, -20.000, -20.000, PASS
830, 7.250, 4.625, 20.000, 20.000, -20.000, -20.000, PASS
885, 8.875, 4.125, 20.000, 20.000, -20.000, -20.000, PASS
515, 8.875, 5.000, 20.000, 20.000, -20.000, -20.000, PASS
530, 9.000, 5.000, 20.000, 20.000, -20.000, -20.000, PASS
550, 8.500, 5.250, 20.000, 20.000, -20.000, -20.000, PASS
580, 7.375, 4.875, 20.000, 20.000, -20.000, -20.000, PASS
650, 8.125, 4.500, 20.000, 20.000, -20.000, -20.000, PASS
680, 7.875, 4.375, 20.000, 20.000, -20.000, -20.000, PASS
710, 7.500, 4.125, 20.000, 20.000, -20.000, -20.000, PASS
760, 7.875, 4.750, 20.000, 20.000, -20.000, -20.000, PASS
830, 7.500, 5.000, 20.000, 20.000, -20.000, -20.000, PASS
885, 9.125, 4.500, 20.000, 20.000, -20.000, -20.000, PASS
515, 8.500, 5.875, 20.000, 20.000, -20.000, -20.000, PASS
530, 7.875, 5.875, 20.000, 20.000, -20.000, -20.000, PASS
550, 7.000, 5.500, 20.000, 20.000, -20.000, -20.000, PASS
580, 7.125, 5.125, 20.000, 20.000, -20.000, -20.000, PASS
650, 7.000, 4.375, 20.000, 20.000, -20.000, -20.000, PASS
680, 6.375, 4.250, 20.000, 20.000, -20.000, -20.000, PASS
710, 6.750, 4.750, 20.000, 20.000, -20.000, -20.000, PASS
760, 7.625, 5.375, 20.000, 20.000, -20.000, -20.000, PASS
830, 6.875, 4.750, 20.000, 20.000, -20.000, -20.000, PASS
885, 7.750, 4.875, 20.000, 20.000, -20.000, -20.000, PASS
515, 10.250, 7.250, 20.000, 20.000, -20.000, -20.000, PASS
530, 9.875, 7.125, 20.000, 20.000, -20.000, -20.000, PASS
550, 9.375, 6.875, 20.000, 20.000, -20.000, -20.000, PASS
580, 9.250, 6.625, 20.000, 20.000, -20.000, -20.000, PASS
650, 8.750, 5.875, 20.000, 20.000, -20.000, -20.000, PASS
680, 8.625, 5.875, 20.000, 20.000, -20.000, -20.000, PASS
710, 8.875, 6.125, 20.000, 20.000, -20.000, -20.000, PASS
760, 9.250, 6.500, 20.000, 20.000, -20.000, -20.000, PASS
830, 8.875, 6.250, 20.000, 20.000, -20.000, -20.000, PASS
885, 9.375, 6.250, 20.000, 20.000, -20.000, -20.000, PASS
Band: (PCS1900)
Arfcn, PathLoss(M), PathLoss(D), MAX(M), MAX(D), MIN(M), MIN(D), Check Result
550, 12.125, 7.000, 20.000, 20.000, -20.000, -20.000, PASS
810, 10.750, 7.250, 20.000, 20.000, -20.000, -20.000, PASS
550, 10.250, 5.375, 20.000, 20.000, -20.000, -20.000, PASS
810, 8.625, 5.500, 20.000, 20.000, -20.000, -20.000, PASS
550, 10.500, 5.750, 20.000, 20.000, -20.000, -20.000, PASS
810, 9.000, 6.000, 20.000, 20.000, -20.000, -20.000, PASS
550, 10.500, 7.375, 20.000, 20.000, -20.000, -20.000, PASS
810, 7.875, 7.000, 20.000, 20.000, -20.000, -20.000, PASS
550, 11.250, 7.875, 20.000, 20.000, -20.000, -20.000, PASS
810, 9.500, 7.750, 20.000, 20.000, -20.000, -20.000, PASS
[GSM FHC UTS]
 Start Time:12/06/23 17:31:20.078 
Band: (GSM850)
Arfcn, High/Low, PCL, Original DAC, New APC DAC, Weighting
144, High, 9, 361, 363, 1.005540 ( 16474)
205, High, 9, 361, 360, 0.997230 ( 16338)
235, High, 9, 361, 359, 0.994460 ( 16293)
144, Low, 11, 271, 272, 1.003690 ( 16444)
205, Low, 11, 271, 270, 0.996310 ( 16323)
235, Low, 11, 271, 270, 0.996310 ( 16323)
Band: (GSM900)
Arfcn, High/Low, PCL, Original DAC, New APC DAC, Weighting
20, High, 9, 349, 345, 0.988539 ( 16196)
103, High, 9, 349, 348, 0.997135 ( 16337)
999, High, 9, 349, 342, 0.979943 ( 16055)
20, Low, 11, 259, 258, 0.996139 ( 16320)
103, Low, 11, 259, 258, 0.996139 ( 16320)
999, Low, 11, 259, 257, 0.992278 ( 16257)
Band: (DCS1800)
Arfcn, High/Low, PCL, Original DAC, New APC DAC, Weighting
516, High, 4, 363, 365, 1.005510 ( 16474)
540, High, 4, 363, 361, 0.994490 ( 16293)
580, High, 4, 363, 357, 0.983471 ( 16113)
615, High, 4, 363, 355, 0.977961 ( 16022)
645, High, 4, 363, 355, 0.977961 ( 16022)
670, High, 4, 363, 357, 0.983471 ( 16113)
725, High, 4, 363, 367, 1.011019 ( 16564)
740, High, 4, 363, 368, 1.013774 ( 16609)
775, High, 4, 363, 368, 1.013774 ( 16609)
842, High, 4, 363, 367, 1.011019 ( 16564)
516, Low, 7, 232, 233, 1.004310 ( 16454)
540, Low, 7, 232, 232, 1.000000 ( 16384)
580, Low, 7, 232, 229, 0.987069 ( 16172)
615, Low, 7, 232, 228, 0.982759 ( 16101)
645, Low, 7, 232, 228, 0.982759 ( 16101)
670, Low, 7, 232, 229, 0.987069 ( 16172)
725, Low, 7, 232, 234, 1.008621 ( 16525)
740, Low, 7, 232, 234, 1.008621 ( 16525)
775, Low, 7, 232, 234, 1.008621 ( 16525)
842, Low, 7, 232, 234, 1.008621 ( 16525)
Band: (PCS1900)
Arfcn, High/Low, PCL, Original DAC, New APC DAC, Weighting
516, High, 4, 401, 382, 0.952618 ( 15607)
540, High, 4, 401, 388, 0.967581 ( 15852)
580, High, 4, 401, 392, 0.977556 ( 16016)
615, High, 4, 401, 394, 0.982544 ( 16097)
670, High, 4, 401, 402, 1.002494 ( 16424)
700, High, 4, 401, 404, 1.007481 ( 16506)
725, High, 4, 401, 406, 1.012469 ( 16588)
740, High, 4, 401, 407, 1.014963 ( 16629)
775, High, 4, 401, 409, 1.019950 ( 16710)
805, High, 4, 401, 410, 1.022444 ( 16751)
516, Low, 7, 246, 238, 0.967480 ( 15851)
540, Low, 7, 246, 241, 0.979675 ( 16050)
580, Low, 7, 246, 243, 0.987805 ( 16184)
615, Low, 7, 246, 244, 0.991870 ( 16250)
670, Low, 7, 246, 247, 1.004065 ( 16450)
700, Low, 7, 246, 248, 1.008130 ( 16517)
725, Low, 7, 246, 248, 1.008130 ( 16517)
740, Low, 7, 246, 249, 1.012195 ( 16583)
775, Low, 7, 246, 250, 1.016260 ( 16650)
805, Low, 7, 246, 250, 1.016260 ( 16650)
    Total: 5397 ms
[GSM APC Calibration]
[FHC PCL Calibration]
Band, Arfcn, PCL, APC DAC, Target Power, Weighting
1, 190, 5, 698, 32.50000, 1.00000
1, 190, 6, 603, 31.00000, 1.00000
1, 190, 7, 503, 29.00000, 1.00000
1, 190, 8, 423, 27.00000, 1.00000
1, 190, 9, 361, 25.00000, 1.00000
1, 190, 10, 311, 23.00000, 1.00000
1, 190, 11, 271, 21.00000, 1.00000
1, 190, 12, 237, 19.00000, 1.00000
1, 190, 13, 210, 17.00000, 1.00000
1, 190, 14, 188, 15.00000, 1.00000
1, 190, 15, 169, 13.00000, 1.00000
1, 190, 16, 153, 11.00000, 1.00000
1, 190, 17, 140, 9.10000, 1.00000
1, 190, 18, 129, 7.00000, 1.00000
1, 190, 19, 122, 5.00000, 1.00000
[FHC PCL Calibration]
Band, Arfcn, PCL, APC DAC, Target Power, Weighting
2, 65, 5, 679, 32.50000, 1.00000
2, 65, 6, 587, 31.00000, 1.00000
2, 65, 7, 489, 29.00000, 1.00000
2, 65, 8, 411, 27.00000, 1.00000
2, 65, 9, 349, 25.00000, 1.00000
2, 65, 10, 300, 23.00000, 1.00000
2, 65, 11, 259, 21.00000, 1.00000
2, 65, 12, 227, 19.00000, 1.00000
2, 65, 13, 201, 17.00000, 1.00000
2, 65, 14, 180, 15.00000, 1.00000
2, 65, 15, 162, 13.00000, 1.00000
2, 65, 16, 148, 11.00000, 1.00000
2, 65, 17, 136, 9.00000, 1.00000
2, 65, 18, 127, 7.00000, 1.00000
2, 65, 19, 121, 5.10000, 1.00000
[FHC PCL Calibration]
Band, Arfcn, PCL, APC DAC, Target Power, Weighting
3, 700, 0, 699, 29.80000, 1.00000
3, 700, 1, 602, 28.00000, 1.00000
3, 700, 2, 512, 26.00000, 1.00000
3, 700, 3, 429, 24.00000, 1.00000
3, 700, 4, 363, 22.00000, 1.00000
3, 700, 5, 310, 20.00000, 1.00000
3, 700, 6, 267, 18.00000, 1.00000
3, 700, 7, 232, 16.00000, 1.00000
3, 700, 8, 203, 14.00000, 1.00000
3, 700, 9, 180, 12.00000, 1.00000
3, 700, 10, 160, 10.00000, 1.00000
3, 700, 11, 145, 8.00000, 1.00000
3, 700, 12, 133, 6.00000, 1.00000
3, 700, 13, 124, 4.10000, 1.00000
3, 700, 14, 117, 2.30000, 1.00000
3, 700, 15, 112, 0.50000, 1.00000
[FHC PCL Calibration]
Band, Arfcn, PCL, APC DAC, Target Power, Weighting
4, 660, 0, 777, 29.50000, 1.00000
4, 660, 1, 685, 28.00000, 1.00000
4, 660, 2, 575, 26.00000, 1.00000
4, 660, 3, 480, 24.00000, 1.00000
4, 660, 4, 401, 22.00000, 1.00000
4, 660, 5, 337, 20.00000, 1.00000
4, 660, 6, 287, 18.00000, 1.00000
4, 660, 7, 246, 16.00000, 1.00000
4, 660, 8, 215, 14.00000, 1.00000
4, 660, 9, 189, 12.00000, 1.00000
4, 660, 10, 168, 10.00000, 1.00000
4, 660, 11, 151, 8.00000, 1.00000
4, 660, 12, 138, 6.00000, 1.00000
4, 660, 13, 127, 4.00000, 1.00000
4, 660, 14, 121, 2.40000, 1.00000
4, 660, 15, 113, 0.20000, 1.00000
Band, PCL, TX Power, Target Power, MIN Power, MAX Power, Check Result
GSM850, 5, 32.53122, 32.50000, 31.00000, 34.50000, PASS
GSM850, 6, 31.00101, 31.00000, 30.00000, 32.00000, PASS
GSM850, 7, 29.03012, 29.00000, 28.00000, 30.00000, PASS
GSM850, 8, 27.00626, 27.00000, 26.00000, 28.00000, PASS
GSM850, 9, 25.03412, 25.00000, 24.00000, 26.00000, PASS
GSM850, 10, 23.02286, 23.00000, 22.00000, 24.00000, PASS
GSM850, 11, 21.02628, 21.00000, 20.00000, 22.00000, PASS
GSM850, 12, 19.00769, 19.00000, 18.00000, 20.00000, PASS
GSM850, 13, 17.00287, 17.00000, 16.00000, 18.00000, PASS
GSM850, 14, 15.02234, 15.00000, 14.00000, 16.00000, PASS
GSM850, 15, 13.01617, 13.00000, 12.00000, 14.00000, PASS
GSM850, 16, 11.08020, 11.00000, 10.00000, 12.00000, PASS
GSM850, 17, 9.14777, 9.10000, 8.00000, 11.00000, PASS
GSM850, 18, 7.01672, 7.00000, 6.00000, 8.00000, PASS
GSM850, 19, 5.19458, 5.00000, 4.00000, 6.00000, PASS
Band, PCL, TX Power, Target Power, MIN Power, MAX Power, Check Result
GSM900, 5, 32.53061, 32.50000, 31.00000, 34.50000, PASS
GSM900, 6, 31.00037, 31.00000, 30.00000, 32.00000, PASS
GSM900, 7, 29.02661, 29.00000, 28.00000, 30.00000, PASS
GSM900, 8, 27.02570, 27.00000, 26.00000, 28.00000, PASS
GSM900, 9, 25.02679, 25.00000, 24.00000, 26.00000, PASS
GSM900, 10, 23.04187, 23.00000, 22.00000, 24.00000, PASS
GSM900, 11, 20.97446, 21.00000, 20.00000, 22.00000, PASS
GSM900, 12, 19.02466, 19.00000, 18.00000, 20.00000, PASS
GSM900, 13, 17.00009, 17.00000, 16.00000, 18.00000, PASS
GSM900, 14, 14.99637, 15.00000, 14.00000, 16.00000, PASS
GSM900, 15, 12.98520, 13.00000, 12.00000, 14.00000, PASS
GSM900, 16, 11.08264, 11.00000, 10.00000, 12.00000, PASS
GSM900, 17, 9.06372, 9.00000, 8.00000, 11.00000, PASS
GSM900, 18, 7.04727, 7.00000, 6.00000, 8.00000, PASS
GSM900, 19, 5.33096, 5.10000, 4.00000, 6.00000, PASS
Band, PCL, TX Power, Target Power, MIN Power, MAX Power, Check Result
DCS1800, 0, 29.82983, 29.80000, 28.50000, 31.50000, PASS
DCS1800, 1, 28.04517, 28.00000, 27.00000, 29.00000, PASS
DCS1800, 2, 26.07025, 26.00000, 25.00000, 27.00000, PASS
DCS1800, 3, 24.02997, 24.00000, 23.00000, 25.00000, PASS
DCS1800, 4, 22.04449, 22.00000, 21.00000, 23.00000, PASS
DCS1800, 5, 20.03506, 20.00000, 19.00000, 21.00000, PASS
DCS1800, 6, 18.00797, 18.00000, 17.00000, 19.00000, PASS
DCS1800, 7, 16.04416, 16.00000, 15.00000, 17.00000, PASS
DCS1800, 8, 14.02304, 14.00000, 13.00000, 15.00000, PASS
DCS1800, 9, 12.08118, 12.00000, 11.00000, 13.00000, PASS
DCS1800, 10, 10.00366, 10.00000, 9.00000, 11.00000, PASS
DCS1800, 11, 8.08817, 8.00000, 7.00000, 9.00000, PASS
DCS1800, 12, 6.12375, 6.00000, 5.00000, 7.00000, PASS
DCS1800, 13, 4.23801, 4.10000, 3.10000, 5.00000, PASS
DCS1800, 14, 2.40457, 2.30000, 1.30000, 3.30000, PASS
DCS1800, 15, 0.73599, 0.50000, -0.50000, 2.00000, PASS
Band, PCL, TX Power, Target Power, MIN Power, MAX Power, Check Result
PCS1900, 0, 29.40704, 29.50000, 28.50000, 31.50000, PASS
PCS1900, 1, 28.04517, 28.00000, 27.00000, 29.00000, PASS
PCS1900, 2, 26.03787, 26.00000, 25.00000, 27.00000, PASS
PCS1900, 3, 24.03445, 24.00000, 23.00000, 25.00000, PASS
PCS1900, 4, 22.04208, 22.00000, 21.00000, 23.00000, PASS
PCS1900, 5, 20.03244, 20.00000, 19.00000, 21.00000, PASS
PCS1900, 6, 18.03897, 18.00000, 17.00000, 19.00000, PASS
PCS1900, 7, 16.02234, 16.00000, 15.00000, 17.00000, PASS
PCS1900, 8, 14.07214, 14.00000, 13.00000, 15.00000, PASS
PCS1900, 9, 12.05719, 12.00000, 11.00000, 13.00000, PASS
PCS1900, 10, 10.06149, 10.00000, 9.00000, 11.00000, PASS
PCS1900, 11, 8.04214, 8.00000, 7.00000, 9.00000, PASS
PCS1900, 12, 6.09409, 6.00000, 5.00000, 7.00000, PASS
PCS1900, 13, 3.98572, 4.00000, 3.10000, 5.00000, PASS
PCS1900, 14, 2.54703, 2.40000, 1.30000, 3.30000, PASS
PCS1900, 15, 0.14825, 0.20000, -0.50000, 2.00000, PASS
[EDGE 8-Level APC Calibration]
Arfcn, PCL, Target Power, TX Power, Original, New Weighting
144, 9, 25.014, 24.955, 0.999756, 0.999756
205, 9, 25.014, 25.186, 1.000244, 1.000000
235, 9, 25.014, 25.053, 1.000244, 1.000244
Arfcn, PCL, Target Power, TX Power, Original, New Weighting
144, 17, 9.021, 9.069, 1.000000, 1.000000
205, 17, 9.021, 8.897, 1.000000, 1.000244
235, 17, 9.021, 8.900, 1.000244, 1.000488
Arfcn, PCL, Target Power, TX Power, Original, New Weighting
20, 9, 24.990, 24.979, 0.999756, 0.999756
103, 9, 24.990, 25.082, 1.000244, 1.000000
999, 9, 24.990, 24.923, 0.999268, 0.999512
Arfcn, PCL, Target Power, TX Power, Original, New Weighting
20, 17, 9.103, 8.976, 0.999756, 1.000000
103, 17, 9.103, 9.224, 1.000244, 1.000000
999, 17, 9.103, 8.914, 0.999268, 0.999756
Arfcn, PCL, Target Power, TX Power, Original, New Weighting
516, 4, 21.933, 22.040, 0.999512, 0.999268
540, 4, 21.933, 22.094, 0.999512, 0.999268
580, 4, 21.933, 22.259, 0.999756, 0.999023
615, 4, 21.933, 22.257, 0.999756, 0.999023
645, 4, 21.933, 22.304, 1.000000, 0.999268
670, 4, 21.933, 22.166, 1.000000, 0.999512
725, 4, 21.933, 21.756, 1.000000, 1.000244
740, 4, 21.933, 21.692, 1.000000, 1.000488
775, 4, 21.933, 21.620, 1.000000, 1.000488
842, 4, 21.933, 21.630, 1.000244, 1.000732
Arfcn, PCL, Target Power, TX Power, Original, New Weighting
516, 10, 9.977, 10.024, 0.999512, 0.999512
540, 10, 9.977, 10.201, 0.999756, 0.999268
580, 10, 9.977, 10.263, 0.999756, 0.999268
615, 10, 9.977, 10.398, 1.000000, 0.999268
645, 10, 9.977, 10.343, 1.000000, 0.999268
670, 10, 9.977, 10.204, 1.000000, 0.999512
725, 10, 9.977, 9.829, 1.000000, 1.000244
740, 10, 9.977, 9.776, 1.000000, 1.000488
775, 10, 9.977, 9.713, 1.000000, 1.000488
842, 10, 9.977, 9.802, 1.000244, 1.000488
Arfcn, PCL, Target Power, TX Power, Original, New Weighting
516, 4, 22.029, 22.553, 1.000244, 0.999268
